title,description,full_text,url,published_at,source,summary,topics,sentiment,key_entities,ingested_at
Antivax tech bro Steve Kirsch uses AI to rediscover the Jock Doubleday challenge,"Everything old is new again, even when AI is involved, as a very old antivax trope is rediscovered for a new generation.
The post Antivax tech bro Steve Kirsch uses AI to rediscover the Jock Doubleday challenge first appeared on Science-Based Medicine.","Shares

Between the hellscape caused by the destruction of US federal science capabilities and public health by this administration over the last 14 months and my personal family issues dealing with my mother’s deterioration and eventual passing in February, my mood has been generally grim, and, I’m afraid, my posts have reflected that for quite some time. Not that it was in any way inappropriate or not understandable, but every so often I need something lighter, something that one might even call stupid, that can nonetheless be used as an example to simultaneously entertain (hopefully) and educate (even more hopefully) our audience about an important health topic. Leave it to tech bro turned “debate me, bro” antivax activist and proud “misinformation superspreader” Steve Kirsch to provide me with just such an example. (I bet that longtime readers of this blog will immediately recognize what I mean just from the title.) Yes, I know I’ve dunked on Kirsch a number of times, but it’s mainly because he’s one of those “new school” COVID-19 antivaxxers who had no knowledge of history when they were “red-pilled” and thought that all the antivax misinformation they were spewing was something new that either they or one of their fellow “new school” antivax buds had thought of. Amusingly, one variation on this progression that Kirsch uses with childlike wonder is to feed prompts designed to produce results supporting his antivax nonsense into generative artificial intelligence (AI) models and then, when the large language model (LLM) spits out the expected results, proclaim them to support his views that vaccines are dangerous and ineffective.

Let me also note that, after I had started writing this, I started to wonder whether Kirsch’s post might actually be an April Fools post because that was the first time I noticed that it had been posted on April 1. This made me cautious, but then I remembered that this is Steve Kirsch we’re talking about and that I was almost certainly giving him way too much the benefit of the doubt for cleverness and, above all, sufficient self-awareness to be capable of satire other than unintentionally of himself. Try as I might, I haven’t (yet) been able to find any indication, such as intentional irony or exaggeration, a metaphorical “wink” at the audience, or a later clue (such as “note the date) that he had intended his post as an April Fools Day prank, although I accept that I can never completely discount the possibility that I missed something somewhere. Moreover, the comments—holy hell, the comments!—tell me that Kirsch’s antivax audience didn’t pick up on anything suggesting that Kirsch was anything other than his usual seriously stupid self either. Indeed, if he suddenly starts trying to save face by saying that he had always intended this as an April Fools Day gag, I will mock him even more relentlessly than I plan to do now.

Here’s what Kirsch was “challenging” vaccine advocates to do:

What? No doctors want to prov",https://sciencebasedmedicine.org/antivax-tech-bro-steve-kirch-uses-ai-to-rediscover-the-jock-doubleday-challenge/,2026-04-06T07:00:00Z,Sciencebasedmedicine.org,"Tech bro Steve Kirsch uses AI to promote antivax views, rediscovering the Jock Doubleday challenge.","AI, antivax, Steve Kirsch",negative,Steve Kirsch,2026-04-07 08:45:05.883297
UChicago Receives $50M Gift to Hire Faculty With AI Expertise,The University of Chicago has received a $50 million gift to assemble a diverse cohort of faculty who are at the forefront of using artificial intelligence in their respective fields. It will support the university’s broader mission of establishing an interdi…,"The University of Chicago has received a $50 million gift to assemble a diverse cohort of faculty who are at the forefront of using artificial intelligence in their respective fields. It will support the university’s broader mission of establishing an interdisciplinary approach to understanding and advancing AI.

The gift comes from trustee Rika Mansueto and her husband, Joe, both alumni and generous benefactors of the university. Joe is the founder and executive chairman of Morningstar, an investment research firm.

The funds will be used to launch the Mansueto Faculty of Mind and Machine Challenge, which aims to raise nearly $200 million to recruit and support 20 scholars—in fields ranging from the arts and social sciences to medicine, business and law—who exemplify the innovative use of AI in their discipline. In addition, the initiative will foster investments in other areas of AI research and education.

The gift will support the university’s commitment to “teaching students how to think, with, without, and about machines—and enabling faculty to open new lines of questioning and fields of study around AI,” according to the statement.



“For me, the University of Chicago has always stood for a particular way of thinking—rigorous, curious and unafraid to ask fundamental questions,” said Rika Mansueto in a statement. “As artificial intelligence reshapes nearly every field, it’s essential that this work be grounded not just in technical excellence, but in a deep understanding of human judgment, responsibility and purpose.”

President Paul Alivisatos praised the couple’s philanthropy.

“This extraordinary commitment reflects Rika and Joe Mansueto’s deep belief in the University of Chicago’s distinctive approach to inquiry—one that prizes groundbreaking scholarship, intellectual freedom and dialogue across disciplines,” he said. “This is a signal period in intellectual history, and this gift will greatly advance the University as it seeks to shape advances in human thought during this era of AI and machine learning.”",https://www.insidehighered.com/news/quick-takes/2026/04/06/uchicago-receives-50m-gift-hire-ai-expert-faculty,2026-04-06T07:00:00Z,Inside Higher Ed,The University of Chicago received a $50 million gift to hire faculty with AI expertise and advance AI research and education.,"AI, education, philanthropy",positive,"Rika Mansueto, Joe Mansueto, University of Chicago",2026-04-07 08:45:05.883297
OpenAI Leaders At Odds Over IPO Plans,"OpenAI’s top leaders are reportedly at odds over the timing of a possible initial public offering. According to a report Sunday (April 5) by The Information, CEO Sam Altman has said he wants the IPO to happen as soon as the fourth quarter, even though the art…","OpenAI’s top leaders are reportedly at odds over the timing of a possible initial public offering.

By completing this form, you agree to receive marketing communications from PYMNTS and to the sharing of your information with our sponsor, if applicable, in accordance with our Privacy Policy and Terms and Conditions .

Complete the form to unlock this article and enjoy unlimited free access to all PYMNTS content — no additional logins required.

According to a report Sunday (April 5) by The Information, CEO Sam Altman has said he wants the IPO to happen as soon as the fourth quarter, even though the artificial intelligence (AI) startup will spend upwards of $200 billion before it begins to generate cash.

Meanwhile, Chief Financial Officer Sarah Friar has suggested in-house that the company may not be ready to go public this year, a source who spoke with her told the news outlet. This source said that Friar has also voiced concerns about OpenAI’s financial exposure related to steep spending on computing infrastructure.

The report also notes some tension behind the scenes at OpenAI, with sources saying that Altman had excluded Friar from conversations with investors and from meetings that involved important financial decisions.

Last year, the report added, Friar began reporting to Fidji Simo, the former Instacart chief executive who had been named the CEO of OpenAI’s applications business.

The Information report includes a statement from both executives, which says:

We’d love to be your preferred source for news. Please add us to your preferred sources list so our news, data and interviews show up in your feed. Thanks! Add as Preferred Source

Advertisement: Scroll to Continue

“We are fully aligned that durable access to compute is at the core of OpenAI’s strategy and a key differentiator as we scale. We have both been directly involved in every consequential compute decision over the past year plus.”

The statement added that OpenAI’s recent $122 billion funding round “locks in the capacity to scale compute aggressively and positions us to become the core infrastructure layer for AI.”

Meanwhile, a report Sunday by the Wall Street Journal (WSJ) examines the “Achilles heel” facing both OpenAI and rival Anthropic as they prepare to go public: the high cost of training new AI models.

According to that report, OpenAI anticipates it will spend $121 billion on computing power for AI research in 2028. This means the company expects to burn through $85 billion that year even after nearly doubling sales from the previous year. Losses of this scale, the WSJ added, would surpass those of almost any public company on record.

Training costs are so high, the report said, that both startups use two measures of profitability: one with training costs, one without.

Using the latter metric, OpenAI is on pace to realize a small pre-tax operating profit this year. Using the former, OpenAI won’t break even until the 2030s, the report said.

An OpenAI spokesper",https://www.pymnts.com/news/ipo/2026/openai-leaders-at-odds-over-ipo-plans/,2026-04-06T10:35:36Z,pymnts.com,OpenAI leaders are at odds over the timing of a possible initial public offering.,"AI, OpenAI, regulation",neutral,"Sam Altman, Sarah Friar, OpenAI",2026-04-07 10:42:43.676791
JPMorgan's Dimon warns Iran war may drive inflation and interest rates higher,JPMorgan's CEO Jamie Dimon warns that the Iran war could drive inflation and interest rates higher amid geopolitical tensions.,"JPMorgan ​Chase CEO Jamie Dimon warned on Monday that the war in Iran risks oil and commodity price shocks ‌that could keep inflation sticky and push interest rates higher than the market ​now expects.

The warning came in an annual letter to shareholders a day after ⁠US President Donald Trump ratcheted up pressure on Iran, threatening to target its power plants and bridges on Tuesday if it does not reopen the Strait of Hormuz, a key waterway.

Dimon, 70, who has run ‌JPMorgan, the largest US bank for two decades, also said the private credit sector “probably” does not present a systemic risk, despite investors’ recent moves to pull back from such ‌funds amid worries that advances in AI will hurt underlying borrowers.

Significant headwinds

“The challenges we all ‌face ⁠are significant,” Dimon added, citing geopolitical risks such as the war in Ukraine, ⁠broader hostilities in the Middle East and tension with China.

“Now, because of the war in Iran, we additionally face the potential for significant ongoing oil and commodity price shocks, along with the reshaping of global supply chains, which may lead ​to stickier inflation and ultimately higher interest rates ‌than markets currently expect.”

Time will tell whether the Iran war achieves the United States’ objectives, Dimon said, adding that nuclear proliferation remains the greatest danger from Iran.

War-driven inflation worries have led markets to largely rule out interest rate cuts this year, after monetary easing fuelled ‌record equity highs last year.

Last week, the benchmark S&P 500 index closed its worst-performing ​quarter since 2022, weighed down since late February by the war and the resulting spurt in energy prices.

Dimon said the US economy continued to be ⁠resilient, with consumers still earning and spending, though with some recent weakening, and businesses are still healthy.

But he cautioned the economy had been fuelled by large amounts of government deficit spending and past stimulus, ‌while increased expenditure on infrastructure remained a growing need.

The fiscal stimulus from President Donald Trump’s “Big, Beautiful Bill,” deregulation policies and artificial intelligence-driven capital spending are other positives for the economy, Dimon said.

Private credit may not be a systemic risk

Dimon said the $1.8-trillion private credit market is relatively small. But once the credit cycle weakens, he warned, losses on all leveraged lending will be higher than expected as credit standards have been weakening modestly across the board.

Private credit also does not tend to ‌have great transparency or rigorous valuation loan “marks,” increasing the chance that investors will sell if they think the environment ​will worsen, he said.

Blue Owl last week told investors it was limiting withdrawals from two funds after a historic level of first-quarter redemption requests, with AI-related worries driving an ⁠investor exodus from its technology-focused fund.

Dimon also used the lett",https://www.thehindubusinessline.com/markets/jpmorgans-dimon-warns-iran-war-may-drive-inflation-and-interest-rates-higher/article70829785.ece,2026-04-06T10:30:54Z,BusinessLine,JPMorgan CEO Jamie Dimon warns that the Iran war may drive inflation and interest rates higher.,"Iran, inflation, interest rates",negative,"Jamie Dimon, JPMorgan, Donald Trump",2026-04-07 10:42:43.676791
10 Monday AM Reads,"My back-to-work morning train WFH reads: • The Cascade: The war’s secondary effects have crossed a threshold. They are no longer consequences. They are independent crises with their own momentum, and most of them will not stop when the bombing stops. (The Omi…","My back-to-work morning train WFH reads:

• The Cascade: The war’s secondary effects have crossed a threshold. They are no longer consequences. They are independent crises with their own momentum, and most of them will not stop when the bombing stops. (The Omission) see also Why isn’t the stock market freaking out more over the Iran war? Here’s why: History tells us that geopolitical events like the launch of military actions tend to rattle the securities markets in the short term, investors eventually shift to the long view, assuming that these conflicts will eventually be resolved and the door reopened to bullish sentiment. (Los Angeles Times)

• The State of the (Bonkers) ETF Market: The ETF industry just had its wildest quarter ever—new launches, record flows, and a geopolitical backdrop that scrambled every playbook. Bonkers is the right word. (ETF.com)

• In Batteries We Trust: Krugman argues that oil futures are still too cheap given where energy markets are headed. The battery revolution is real, but the transition is messier than anyone wants to admit. (Paul Krugman)

• Microsoft closes worst quarter on Wall Street since 2008 on AI concerns: ‘Redmond is in a pickle’ Concerns about the company include the return on investment for artificial intelligence build-outs and the adoption of Copilot. Microsoft’s earnings multiple hasn’t been this low since the fourth quarter of 2022, when OpenAI introduced ChatGPT. (CNBC)

• Dispatch from the permanent underclass, April 3rd, 2029. Jack Raines takes a hard look at the Americans who’ve been left behind by every recovery. The permanent underclass isn’t a bug in the system—it’s a feature. Come with me on a journey… (Young Money)

• How the Midwest Became the Place to Move: Flyover country is becoming move-to country. As the Sun Belt cools off and housing costs surge on the coasts, the Midwest is having its moment. It’s (mostly) about affordability. (The Atlantic) see also Private equity house views 2026. Uncertainty surrounding inflation, economic growth, and interest rates remains high. (Stepstone)

• America Now Has an EV Rust Belt. High Gas Prices Won’t Rescue It. GM supplier Magna is stuck with a plant built to churn out parts for battery-powered pickups; the $575 million EV parts factory in Michigan sits mostly empty. The auto industry’s pullback on EV investment has created a new kind of industrial wasteland; ‘the magnitude of uncertainty is unparalleled.’ (Wall Street Journal)

• I broke up with my Kindle. My new e-reader treats me better. After Amazon’s Kindle removed my ability to download and back up my own e-books, I went in search of an alternative. (Washington Post free)

• How A.I. Helped One Man (and His Brother) Build a $1.8 Billion Company: Who needs more than two employees when artificial intelligence can do so many corporate tasks? It’s super efficient — and a little bit lonely. (New York Times)

• Iran War Showcases Strength of South Korean Defense Sector: Missile interceptors mad",https://ritholtz.com/2026/04/10-monday-am-reads-469/,2026-04-06T10:30:29Z,Ritholtz.com,"Global markets and economies face various crises and challenges, including the Iran war, AI concerns, and a messy energy transition.","Iran war, AI, energy transition",negative,"Paul Krugman, Microsoft, OpenAI",2026-04-07 10:42:43.676791
AI is raising the stakes in the government surveillance debate,"Up for renewal on April 20, FISA Section 702 has long been criticized as a backdoor for spying on Americans","A controversial provision used by the federal government as a backdoor for spying on Americans is up for renewal in April. This time, however, analysts say that the renewal of the Foreign Intelligence Surveillance Act Section 702 is of even greater stakes thanks to artificial intelligence, which has the potential to supercharge the government’s mass surveillance capabilities as well as the national security priorities laid out by President Donald Trump last year.

In 1978, when Congress originally passed FISA, the act was meant to establish a system of oversight for the U.S.’s foreign surveillance activities, with the bill establishing the FISA court to provide some judicial oversight. In 2008, however, the bill was changed with the passage of Section 702 of FISA, which ostensibly empowered intelligence agencies with the ability to conduct mass surveillance of targeted noncitizens.

The problem with FISA, however, is that it de facto created a system in which the government can collect and store information about essentially any foreigner it believes may have “foreign intelligence information,” a term so broadly defined that it might apply to almost anyone, and which has been used as a back door for spying on American citizens as well.

Advertisement:

Section 702 has empowered law enforcement and intelligence agencies with the legal authority to collect communications going to and from the U.S. or between any U.S. citizens and foreign nationals en masse. These communications can then be searched by agents in a process that does not require a warrant, because the searches are supposedly limited to foreign targets. In real terms, this means that agencies like the FBI are conducting hundreds of thousands of searches a year, and many of them are targeting American citizens.

Some of the most egregious targets of this power have included members of Congress, donors to political campaigns, and political activists, ranging from Jan. 6 rioters to Black Lives Matter protesters. Even people just using a VPN to protect their internet browsing history may have their communications scooped up by law enforcement under this power.

Section 702, which must be periodically renewed or else the provision will sunset, was last renewed in the spring of 2024, as part of the Reforming Intelligence and Securing America Act signed by President Joe Biden. It introduced some reforms, the main one being a requirement that agencies acquire a warrant when searching 702 material for the exclusive purpose of collecting evidence of a crime. This accounts for a small fraction of all searches.

Advertisement:

“This is an incredibly dangerous authority to have as unrestricted as it is.”

The current version of FISA, however, is set to sunset on April 20, unless Congress acts to renew it. Analysts are saying the renewal has even higher stakes this time, given the potential that AI has to supercharge abuses under FISA with less accountability and inflame the politically-charged nat",https://www.salon.com/2026/04/06/ai-is-raising-the-stakes-in-the-government-surveillance-debate/,2026-04-06T10:30:06Z,Salon,"The renewal of the Foreign Intelligence Surveillance Act Section 702 is at stake, with AI potentially supercharging government surveillance capabilities.","AI, surveillance, regulation",negative,"Donald Trump, FBI, Congress",2026-04-07 10:42:43.676791
First lady Melania Trump highlights future of AI and education | Fox News Video,"First lady Melania Trump's op-ed argues AI can improve teaching and deliver world-class education for children. Jack Brewer, CEO of The Brewer Group, emphasizes AI's potential.",,https://www.foxnews.com/video/6392635853112,2026-04-06T10:30:05Z,Fox News,First lady Melania Trump's op-ed argues AI can improve teaching and deliver world-class education for children.,"AI, education, Melania Trump",positive,"Melania Trump, Jack Brewer",2026-04-07 10:42:43.676791
"Building private AI: control, compliance and competitive edge","Organizations want to create value with AI, but need to ensure control over their data.","AI has moved from experimentation to a business expectation. Boards want measurable returns. Teams want tools that save time. Customers expect smarter, faster experiences.

But as adoption accelerates, so do the risks. According to Stanford’s AI Index Report 2025, AI-related privacy and security incidents rose by 56.4% in a single year, with 233 reported cases in 2024 alone.

These ranged from data breaches to algorithmic failures that exposed sensitive information.

Article continues below

Martin Schirmer Social Links Navigation GVP NEMEA at Cloudera.

At the same time, data sovereignty is climbing the executive agenda, particularly across Europe.

Organizations are asking a more difficult question: how do we use AI to create value without losing control of our most sensitive data, our intellectual property, or our regulatory footing?

Enter private AI.

What Private AI Really Means

Private AI refers to the deployment of AI systems in a controlled environment where data privacy and security are maintained throughout the AI lifecycle. Unlike public AI models that process data in shared or external environments, private AI ensures all data remains within an organization's infrastructure, whether on-premises or in a private cloud.

Are you a pro? Subscribe to our newsletter Sign up to the TechRadar Pro newsletter to get all the top news, opinion, features and guidance your business needs to succeed! Contact me with news and offers from other Future brands Receive email from us on behalf of our trusted partners or sponsors

This distinction between private and public AI is not insignificant. It reflects a radically different philosophy, advocating complete control. Organizations retain full ownership of their models, data, and intellectual property. Nothing is inadvertently fed back into public systems, and nothing drifts outside agreed governance policies.

For highly regulated sectors – such as healthcare, finance, and the public sector – this requirement is nothing new. But it is gradually making its way into other industries. A retailer’s customer data, a manufacturer’s design files, or a media company’s proprietary content are just as strategic. Handing that data to third-party platforms without tight oversight creates risk that is difficult to quantify and even harder to reverse.

Private AI also aligns with a broader shift in executive priorities. Business leaders are not simply looking to deploy large language models. They want differentiated value. That requires trusted data, governed access, and a secure foundation.

A Strategic Investment, Not a Short-Term Fix

Adopting private AI is not as simple as switching vendors or installing new software. It requires meaningful investment in IT infrastructure and specialist expertise, and it demands a level of operational discipline that many organizations are still building.

Managing and maintaining AI systems in controlled environments also calls for advanced skills across data engineering, se",https://www.techradar.com/pro/building-private-ai-control-compliance-and-competitive-edge,2026-04-06T10:20:46Z,TechRadar,"Private AI deployment ensures data privacy and security within an organization's infrastructure, maintaining control over sensitive data.","AI, regulation, data security",neutral,"Martin Schirmer, Cloudera, Stanford",2026-04-07 10:42:43.676791
Out of this world: Taiwan's supply chain sets sights on orbital data centers,"The surge of generative artificial intelligence is reshaping not only computing power but also the very geography of data centers, extending their reach beyond Earth's atmosphere. In recent years, SpaceX has steadily expanded its low-Earth orbit satellite dep…","Keep me signed in

Some subscribers prefer to save their log-in information so they do not have to enter their User ID and Password each time they visit the site. To activate this function, check the 'Keep me signed in' box in the log-in section. This will save the password on the computer you're using to access the site.

Note: If you choose to use the log-out feature, you will lose your saved information. This means you will be required to log-in the next time you visit our site.",https://www.digitimes.com/news/a20260402PD224/data-supply-chain-taiwan-infrastructure-cooling.html,2026-04-06T10:12:00Z,Digitimes,Taiwan's supply chain is exploring the possibility of orbital data centers.,"Taiwan, supply chain, data centers",neutral,,2026-04-07 10:42:43.676791
The Cloud Only Ultimatum: Why Forcing Enterprise IT into the Public Cloud is a Dangerous Strategy,"The Cloud Only Ultimatum For the last ten years, the enterprise technology industry has operated under a singular, unifying directive. The mandate was simple. Move everything to the cloud. Software as a Service became the default deployment model for virtuall…","Balancing Cloud Innovation with On-Premise Security

The transition to cloud computing represents the most significant operational triumph of the twenty-first century. Over the past decade, the enterprise technology landscape has undergone a massive, fundamental transformation. Organizations across the globe have eagerly traded their ageing physical server racks for the limitless agility of the public cloud.

For the vast majority of modern businesses, moving to the cloud is not just an option. It is an absolute strategic imperative. Cloud native environments democratize access to enterprise grade computing power. They allow startup companies and massive global conglomerates alike to scale their operations rapidly without the burden of building expensive physical data centres. The cloud enables flawless remote work, provides robust disaster recovery, and shifts massive capital expenditures into highly predictable operational expenses.

When a company embraces Software as a Service, they free their internal engineering teams from the tedious chores of server maintenance, database patching, and manual version upgrades. The vendor handles the infrastructure, allowing the corporate IT department to focus exclusively on driving business value. Simply put, the cloud is a magnificent destination, and most organizations are highly eager to migrate their operations there whenever possible.

However, amidst this incredible technological progress, a highly concerning trend is emerging within the software vendor ecosystem. A growing number of major enterprise software providers are abandoning the concept of choice. They are adopting a rigid, uncompromising deployment philosophy. They are actively retiring their legacy on-premises solutions and forcing their entire customer base into uniform public cloud environments.

This rigid philosophy creates a severe operational friction point. While the cloud is the perfect solution for eighty percent of the market, the remaining twenty percent operates under completely different rules. By pushing a strict cloud mandate, software vendors are ignoring the highly complex realities of data sovereignty, strict regulatory compliance, and isolated cyber security requirements.

We need to establish a more balanced approach to enterprise software deployment. We must celebrate the power of the cloud while simultaneously defending the right to architectural flexibility.

The Triumphant Value of Cloud IT Service Management

To truly appreciate the need for balance, we must first acknowledge exactly why cloud deployments are so incredibly popular, particularly in the realm of IT Service Management.

Running a modern service desk requires a massive amount of computational power and data storage. When a company deploys an advanced platform in the cloud, the time to value is practically instantaneous. A business can purchase a license on Monday and have a fully operational, highly sophisticated employee support portal running by Tue",https://cloudtweaks.com/2026/04/forcing-enterprise-cloud-dangerous-strategy/,2026-04-06T10:11:20Z,Cloudtweaks.com,Forcing enterprise IT into the public cloud is a dangerous strategy due to operational friction and lack of choice.,"cloud computing, enterprise IT, public cloud",negative,enterprise software providers,2026-04-07 10:42:43.676791
The Flexibility Mandate: Balancing Cloud Innovation with On-Premise Security in Enterprise IT,"Balancing Cloud Innovation with On-Premise Security The transition to cloud computing represents the most significant operational triumph of the twenty-first century. Over the past decade, the enterprise technology landscape has undergone a massive, fundament…","Balancing Cloud Innovation with On-Premise Security

The transition to cloud computing represents the most significant operational triumph of the twenty-first century. Over the past decade, the enterprise technology landscape has undergone a massive, fundamental transformation. Organizations across the globe have eagerly traded their ageing physical server racks for the limitless agility of the public cloud.

For the vast majority of modern businesses, moving to the cloud is not just an option. It is an absolute strategic imperative. Cloud native environments democratize access to enterprise grade computing power. They allow startup companies and massive global conglomerates alike to scale their operations rapidly without the burden of building expensive physical data centres. The cloud enables flawless remote work, provides robust disaster recovery, and shifts massive capital expenditures into highly predictable operational expenses.

When a company embraces Software as a Service, they free their internal engineering teams from the tedious chores of server maintenance, database patching, and manual version upgrades. The vendor handles the infrastructure, allowing the corporate IT department to focus exclusively on driving business value. Simply put, the cloud is a magnificent destination, and most organizations are highly eager to migrate their operations there whenever possible.

However, amidst this incredible technological progress, a highly concerning trend is emerging within the software vendor ecosystem. A growing number of major enterprise software providers are abandoning the concept of choice. They are adopting a rigid, uncompromising deployment philosophy. They are actively retiring their legacy on-premises solutions and forcing their entire customer base into uniform public cloud environments.

This rigid philosophy creates a severe operational friction point. While the cloud is the perfect solution for eighty percent of the market, the remaining twenty percent operates under completely different rules. By pushing a strict cloud mandate, software vendors are ignoring the highly complex realities of data sovereignty, strict regulatory compliance, and isolated cyber security requirements.

We need to establish a more balanced approach to enterprise software deployment. We must celebrate the power of the cloud while simultaneously defending the right to architectural flexibility.

The Triumphant Value of Cloud IT Service Management

To truly appreciate the need for balance, we must first acknowledge exactly why cloud deployments are so incredibly popular, particularly in the realm of IT Service Management.

Running a modern service desk requires a massive amount of computational power and data storage. When a company deploys an advanced platform in the cloud, the time to value is practically instantaneous. A business can purchase a license on Monday and have a fully operational, highly sophisticated employee support portal running by Tue",https://cloudtweaks.com/2026/04/innovation-with-on-premise-security-in-enterprise-it/,2026-04-06T10:11:20Z,Cloudtweaks.com,"The transition to cloud computing has transformed the enterprise technology landscape, but a rigid deployment philosophy is creating operational friction.","cloud computing, enterprise IT, security",neutral,no specific entities mentioned,2026-04-07 10:42:43.676791
Apple App Store Experiences Surge in New Apps Amid Vibe Coding Boom,"After years of gradual declines, the App Store finally saw a huge jump in new apps this past year.",,https://gizmodo.com/apple-app-store-experiences-surge-in-new-apps-amid-vibe-coding-boom-2000742653,2026-04-06T10:00:39Z,Gizmodo.com,The Apple App Store has seen a surge in new apps following the Vibe coding boom.,"Apple, App Store, coding",positive,"Apple, Vibe",2026-04-07 10:42:43.676791
"Monday Miscellany, 4/6/26","The war and its financial consequences.  Supreme Court rules states can't ban conversion therapy.  And cloning headless ""bodyoids"" for their parts & to cheat death.","The war and its financial consequences. Supreme Court rules states can’t ban conversion therapy. And cloning headless “bodyoids” for their parts & to cheat death.

Last week the nervous stock market shot up on the mere possibility that President Trump’s speech on the Iran War would consist of the U.S. declaring victory and going home. But instead the speech heralded only the next phase of the war, which–if the Iranian government doesn’t sue for peace, and it won’t–means attacking civilian targets such as power plants.

I thought one reason we were fighting is to liberate the long-suffering Iranians from their tyrannical theocracy! Why are we going to wage war against them?

Anyway, the financial impact of the war on the U.S. is growing, and it’s not just the price of gasoline and the expense of the ordinance we are blowing up. The rest of the world is dumping U.S. treasury bonds, which finance our enormous national debt.

The reasons are not just a reaction against America’s erratic foreign policy or questions arising about how reliable is America’s “full faith and credit,” though those are no doubt factors. According to the Financial Times, countries are raising cash to deal with the high oil prices caused by the war by bolstering their currencies.

Sell-offs of Treasury bill have the effect of raising interest rates, since the government must pay more interest on the bonds in order to sell them. That, in turn, raises all interest rates, since banks and private bond-sellers must also raise their rates to compete against what the Treasury pays. This, in turn, increases inflation.

That foreign countries are dumping our bonds also demonstrates how dependent we are on those countries due to our profligate spending.

So where are those countries putting their money? According to the People’s Daily Online, China assets emerge as safe haven amid global bond sell-off.

Supreme Court Rules States Can’t Ban Conversion Therapy Traditionally, same-sex attraction and the desire to have a different sex have been considered psychological disorders. The Gay Rights movement, seeking to normalize that condition, fought that classification. In 1987, the official Diagnostic and Statistical Manual of Mental Disorders used by psychiatrists and psychologists removed all references to same-sex attraction. But some people with homosexual desires didn’t want to have them and sought psychological help and often Christian counseling to overcome them. One therapy used in the 1950s and 1960s–when psychological behaviorism was at its peak–was aversion therapy. Patients were shown gay erotica and given electric shocks in an attempt to “de-condition” them. This method–which was in line with other brutal psychological treatments at the time such as “shock therapy” and lobotomies–has been discredited. In the zeal to ban that approach, activists also sought to ban even “talk therapy,” the more normal type of psychological treatment and the approach used by Christian counselors. T",https://www.patheos.com/blogs/geneveith/2026/04/monday-miscellany-4-6-26/,2026-04-06T10:00:39Z,Patheos,"The US is facing financial consequences and a potential escalation of the Iran War, with foreign countries dumping US treasury bonds.","Iran War, US Economy, Global Politics",negative,"President Trump, Iran, China",2026-04-07 10:42:43.676791
China’s Absence Draws America Deeper Into Risky Wars,The lack of a counterweight encourages intervention and overreach.,"Hence, the United States’ massive air war—perhaps followed by a ground campaign—against Iran is an obvious case where one would expect the China calculus to play a major role. In fact, the Trump administration’s 2025 National Security Strategy highlights the U.S.-China rivalry, emphasizing the importance of balancing China in Asia and denying it access to the Western Hemisphere. Various analysts and strategists have put the Iran war in the context of pushing back against China by denying it its regional partners.

Given the superpower rivalry between the United States and China, any U.S. administration’s decision to go to war should be guided by an assessment about whether it strengthens the U.S. position relative to China. During the Cold War, the United States fought the Korean and Vietnam wars to counter Soviet influence, and it forced the British and French to pull back their troops during the 1956 Suez Crisis to avoid Soviet intervention.

Given the superpower rivalry between the United States and China, any U.S. administration’s decision to go to war should be guided by an assessment about whether it strengthens the U.S. position relative to China. During the Cold War, the United States fought the Korean and Vietnam wars to counter Soviet influence, and it forced the British and French to pull back their troops during the 1956 Suez Crisis to avoid Soviet intervention.

Hence, the United States’ massive air war—perhaps followed by a ground campaign—against Iran is an obvious case where one would expect the China calculus to play a major role. In fact, the Trump administration’s 2025 National Security Strategy highlights the U.S.-China rivalry, emphasizing the importance of balancing China in Asia and denying it access to the Western Hemisphere. Various analysts and strategists have put the Iran war in the context of pushing back against China by denying it its regional partners.

But it is difficult to see how Operation Epic Fury enhances the U.S. position relative to China.

In fact, it is precisely China’s lack of military presence in the greater Middle East that has lured the United States into war. A similar U.S. attack on Iran would not have been possible during the Cold War, because Washington was then worried about a Soviet military response targeting U.S. interests in the region. Washington does not have any such concerns with regards to China in the Middle East, given Beijing’s limited military power outside the Western Pacific. However, if Washington engages in conflicts in the Middle East or other parts of Eurasia that lie on the geopolitical periphery of the U.S.-China rivalry, it risks strategic overreach and could damage its relationships with allies and partners.

U.S. President Donald Trump’s war on Iran could hypothetically strengthen the U.S. position by replacing the China-friendly regime in Tehran, thereby weakening an important Chinese partner and disrupting China’s oil supply. The overwhelming show of U.S. military forc",http://foreignpolicy.com/2026/04/06/iran-war-china-geopolitics-trump-superpower-rivalry-strategy-united-states/,2026-04-06T10:00:15Z,Foreign Policy,The US decision to go to war with Iran should be guided by its impact on the US-China rivalry.,"US-China rivalry, Iran war, National Security Strategy",negative,"United States, China, Iran",2026-04-07 10:42:43.676791
